date,location_key,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_hospitalized_patients,new_intensive_care_patients,new_ventilator_patients,cumulative_hospitalized_patients,cumulative_intensive_care_patients,cumulative_ventilator_patients,current_hospitalized_patients,current_intensive_care_patients,current_ventilator_patients,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,wikidata_id,datacommons_id,openstreetmap_id,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm
2020-01-01,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.372222,-8.638889,-1.177778,0.141111,103.632
2020-01-02,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.922222,-5.766667,-2.005556,0.145143,102.87
2020-01-03,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-9.277778,-13.044444,-3.533333,0.705556,114.723333
2020-01-04,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-8.522222,-10.972222,-4.905556,0.112889,102.235
2020-01-05,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-11.944444,-18.494444,-4.305556,0.310444,117.856
2020-01-06,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-13.6,-20.066667,-6.572222,0.028222,99.568
2020-01-07,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-25.805556,-30.755556,-18.716667,0.056444,93.472
2020-01-08,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-21.844444,-26.327778,-18.4,0.649111,102.235
2020-01-09,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-22.555556,-26.761111,-18.772222,2.032,121.92
2020-01-10,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-28.155556,-33.266667,-21.777778,0.3048,120.015
2020-01-11,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-23.322222,-27.377778,-20.516667,0.635,143.086667
2020-01-12,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-23.861111,-26.994444,-21.488889,2.342444,157.48
2020-01-13,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-29.3,-32.161111,-23.744444,0.705556,157.988
2020-01-14,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-30.283333,-33.8,-27.127778,0.987778,170.18
2020-01-15,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-32.333333,-35.316667,-28.294444,0.395111,187.96
2020-01-16,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-32.722222,-37.522222,-27.2,0.197556,170.18
2020-01-17,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-25.238889,-27.166667,-23.244444,1.580444,202.184
2020-01-18,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-23.75,-25.505556,-21.966667,1.608667,237.744
2020-01-19,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-26.761111,-31.127778,-18.038889,0.1778,212.852
2020-01-20,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-17.877778,-20.683333,-12.894444,0.0762,210.82
2020-01-21,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-6.716667,-14.927778,0.144444,0.056444,208.28
2020-01-22,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.922222,-12.294444,-0.566667,0,192.532
2020-01-23,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-6.216667,-11.066667,-3.272222,0,203.2
2020-01-24,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.227778,-12.877778,-2.755556,0,198.12
2020-01-25,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.461111,-7.461111,0.277778,1.524,187.96
2020-01-26,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.772222,-8.327778,-0.055556,0.423333,214.376
2020-01-27,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.311111,-7,-0.305556,0.112889,203.2
2020-01-28,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.9,-7.966667,-2.383333,0.254,192.532
2020-01-29,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-8.861111,-13.916667,-4.227778,0,203.2
2020-01-30,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.138889,-7.805556,2.011111,1.552222,212.936667
2020-01-31,CA,CA,Canada,,,,,CA,CAN,0,4,0,,,4,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),0.055556,-4.377778,3.472222,0.677333,205.74
2020-02-01,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-2.927778,-5.733333,2.361111,0.366889,199.644
2020-02-02,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-9.144444,-14.627778,-0.077778,1.213556,203.708
2020-02-03,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-18.766667,-23.305556,-13.683333,0.197556,224.79
2020-02-04,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-17.105556,-23.677778,-9.044444,0.1778,223.096667
2020-02-05,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-15.033333,-21.433333,-8.355556,0.1524,205.74
2020-02-06,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-13.111111,-15.577778,-8.594444,0.508,205.74
2020-02-07,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-9.283333,-12.816667,-5.316667,0.931333,222.25
2020-02-08,CA,CA,Canada,,,,,CA,CAN,0,3,0,,,7,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-8.427778,-11.994444,-4.144444,0.22225,217.932
2020-02-09,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.355556,-11.827778,-3.294444,0,217.932
2020-02-10,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.9,-11.327778,-0.605556,0.03175,215.9
2020-02-11,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.661111,-16.805556,-1.638889,0.028222,243.84
2020-02-12,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-28.227778,-35.188889,-18.494444,0.3048,214.63
2020-02-13,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-21.933333,-28.561111,-9.826389,0.338667,211.836
2020-02-14,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-12.883333,-19.683333,-8.072222,2.25425,239.776
2020-02-15,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,3,4,2,10,0,1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-22.833333,-29.3,-16.294444,0.112889,228.092
2020-02-16,CA,CA,Canada,,,,,CA,CAN,0,1,0,,,8,0,,,,,,,,,,,,4,13,8,41,-2,0,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-17.811111,-22.494444,-15.016667,0.85725,234.188
2020-02-17,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,-28,-12,-15,63,11,-52,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-21.194444,-25.266667,-15.294444,0.395111,257.81
2020-02-18,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,-1,-1,4,6,1,-1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-25.222222,-31.788889,-16.622222,0.254,234.95
2020-02-19,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,0,1,1,9,0,0,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-19.505556,-27.8,-6.016667,0.056444,245.11
2020-02-20,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,-1,6,4,14,0,1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.05,-9.816667,2.4,0.0508,245.11
2020-02-21,CA,CA,Canada,,,,,CA,CAN,0,1,0,,,9,0,,,,,,,,,,,,-1,2,-1,10,1,-3,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-1.166667,-5.761111,5.422222,1.0668,232.156
2020-02-22,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,6,8,5,28,-1,6,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-0.011111,-5.916667,5.127778,0.254,226.06
2020-02-23,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,5,10,6,36,-1,5,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.233333,-9.322222,3.594444,0.0508,212.725
2020-02-24,CA,CA,Canada,,,,,CA,CAN,0,1,0,,,10,0,,,,,,,,,,,,-1,3,2,19,0,3,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-10.011111,-16.45,0.255556,0.084667,215.265
2020-02-25,CA,CA,Canada,,,,,CA,CAN,0,1,0,,,11,0,,,,,,,,,,,,0,2,5,9,0,3,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-14.6,-21.9,-5.505556,0.084667,212.725
2020-02-26,CA,CA,Canada,,,,,CA,CAN,0,1,0,,,12,0,,,,,,,,,,,,-2,-2,2,1,1,1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.005556,-11.466667,0.894444,0,212.344
2020-02-27,CA,CA,Canada,,,,,CA,CAN,0,1,0,,,13,0,,,,,,,,,,,,-5,-8,-9,-6,4,-5,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.144444,-10.688889,4.433333,0.2794,215.265
2020-02-28,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,1,-1,1,-5,1,0,Q16,country/CAN,1428125,56,-109,POINT(-109 56),1.466667,-4.744444,6.394444,0.282222,204.216
2020-02-29,CA,CA,Canada,,,,,CA,CAN,0,2,0,,,15,0,,,,,,,,,,,,6,7,7,11,0,7,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.561111,-8.183333,5.272222,0.112889,226.906667
2020-03-01,CA,CA,Canada,,,,,CA,CAN,0,9,0,,,24,0,,,,,,,,,,,,6,10,9,23,-1,5,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-11.444444,-15.933333,-1.755556,1.74625,215.265
2020-03-02,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,-2,3,3,1,1,-1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-2.066667,-6.044444,0.927778,1.213556,218.44
2020-03-03,CA,CA,Canada,,,,,CA,CAN,0,9,0,,,33,0,,,,,,,,,,,,-2,4,6,8,0,0,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.855556,-12.394444,2.516667,0.338667,226.06
2020-03-04,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,0,5,4,11,1,-1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.127778,-10.972222,2.344444,0.705556,220.345
2020-03-05,CA,CA,Canada,,,,,CA,CAN,0,12,0,,,45,0,,,,,,,,,,,,-1,7,5,18,1,-2,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.394444,-14.211111,1.016667,0.4318,220.345
2020-03-06,CA,CA,Canada,,,,,CA,CAN,0,6,0,,,51,0,,,,,,,,,,,,-3,1,-1,6,1,-1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-6.55,-13.455556,0.188889,0,212.344
2020-03-07,CA,CA,Canada,,,,,CA,CAN,0,6,0,,,57,0,,,,,,,,,,,,3,6,5,17,0,6,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-15.75,-18.583333,-6.683333,1.143,229.87
2020-03-08,CA,CA,Canada,,,,,CA,CAN,0,5,1,,,62,1,,,,,,,,,,,,3,9,7,50,0,4,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-17.311111,-19.6,-14.133333,2.850444,309.88
2020-03-09,CA,CA,Canada,,,,,CA,CAN,0,15,0,,,77,1,,,,,,,,,,,,-3,4,4,31,1,2,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-16.516667,-23.4,-4.395062,0.508,286.596667
2020-03-10,CA,CA,Canada,,,,,CA,CAN,0,0,0,,,0,0,,,,,,,,,,,,-6,-1,1,-2,1,1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-8.955556,-16.477778,1.266667,0.084667,307.34
2020-03-11,CA,CA,Canada,,,,,CA,CAN,0,26,1,,,103,2,,11023,,,,,,,,,,-3,3,7,12,1,2,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-1.783333,-8.122222,2.122222,0.141111,220.98
2020-03-12,CA,CA,Canada,,,,,CA,CAN,0,38,0,,4162,138,2,,15185,,,,,,,,,,-6,7,27,11,1,2,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-9.772222,-15.083333,-0.777778,0.056444,270.086667
2020-03-13,CA,CA,Canada,,,,,CA,CAN,0,38,0,,0,176,2,,15185,,,,,,,,,,-17,-5,35,-16,5,-6,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-17.066667,-22.216667,-9.366667,0.028222,360.68
2020-03-14,CA,CA,Canada,,,,,CA,CAN,0,20,0,,7224,193,2,,22409,,,,,,,,,,-19,-11,19,-8,5,-1,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-19.644444,-26.544444,-13.588889,0.0762,220.98
2020-03-15,CA,CA,Canada,,,,,CA,CAN,0,54,0,,2568,249,2,,24977,,,,,,,,,,-22,-12,11,28,4,-5,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-15.555556,-21.388889,-7.5,0.3048,276.352
2020-03-16,CA,CA,Canada,,,,,CA,CAN,0,88,3,,12753,324,5,,37730,,,,,,,,,,-37,-12,23,15,10,-27,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-8.777778,-14.527778,-2.383333,0,249.936
2020-03-17,CA,CA,Canada,,,,,CA,CAN,0,99,3,,6446,424,8,,44176,,,,,,,,,,-45,-27,13,7,14,-35,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-11.5,-16.761111,-3.005556,0.0254,259.926667
2020-03-18,CA,CA,Canada,,,,,CA,CAN,0,157,1,,9370,569,9,,53546,,,,,,,,,,-48,-33,7,14,16,-40,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-16.494444,-24.338889,-6.955556,0.028222,260.604
2020-03-19,CA,CA,Canada,,,,,CA,CAN,0,276,3,,12305,846,12,,65851,,,,,,,,,,-52,-36,4,18,17,-43,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-14.788889,-25.138889,-6.438889,0.1016,285.75
2020-03-20,CA,CA,Canada,,,,,CA,CAN,0,131,1,,10963,971,13,,76814,,,,,,,,,,-54,-44,-5,-8,20,-45,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-11.544444,-19.455556,-2.605556,0,258.656667
2020-03-21,CA,CA,Canada,,,,,CA,CAN,0,367,5,,12069,1302,18,,88883,,,,,,,,,,-49,-49,-12,11,13,-32,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-8.483333,-17.294444,0.672222,0.0508,287.655
2020-03-22,CA,CA,Canada,,,,,CA,CAN,0,100,2,,9941,1430,20,,98824,,,,,,,,,,-54,-51,-21,4,11,-35,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-2.633333,-8.105556,2.977778,0.112889,266.192
2020-03-23,CA,CA,Canada,,,,,CA,CAN,0,620,4,,8323,1646,24,,107147,,,,,,,,,,-63,-45,-13,-27,20,-51,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.283333,-10.738889,1.855556,0,238.76
2020-03-24,CA,CA,Canada,,,,,CA,CAN,0,701,3,,17915,1959,27,,125062,,,,,,,,,,-64,-49,-15,-10,22,-55,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.955556,-13.272222,-0.322222,0.056444,252.476
2020-03-25,CA,CA,Canada,,,,,CA,CAN,0,617,8,,22727,3385,35,,147789,,,,,,,,,,-65,-53,-21,1,23,-59,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.827778,-13.277778,-1.183333,0.084667,233.68
2020-03-26,CA,CA,Canada,,,,,CA,CAN,0,634,4,,13814,4018,39,230,161603,,,,,,,,,,-68,-54,-21,-18,25,-59,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.15,-10.144444,2.372222,0,231.986667
2020-03-27,CA,CA,Canada,,,,,CA,CAN,0,646,14,26,9041,4675,53,256,170644,,,,,,,,,,-66,-55,-21,-10,26,-59,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.944444,-10.966667,2.605556,0.5715,206.586667
2020-03-28,CA,CA,Canada,,,,,CA,CAN,0,736,6,246,16804,5386,59,502,187448,,,,,,,,,,-64,-59,-27,-30,17,-44,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.55,-13.494444,-0.327778,0.931333,255.27
2020-03-29,CA,CA,Canada,,,,,CA,CAN,0,833,2,20,22987,6255,61,522,210435,,,,,,,,,,-66,-59,-35,-16,14,-44,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-11.794444,-14.238889,-7.05,0.310444,243.84
2020-03-30,CA,CA,Canada,,,,,CA,CAN,0,1179,28,546,15270,7424,89,1068,225705,,,,,,,,,,-70,-54,-27,-32,23,-60,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-11.983333,-14.844444,-7.3,2.032,274.32
2020-03-31,CA,CA,Canada,,,,,CA,CAN,0,1111,7,186,15433,8536,96,1254,241138,,,,,,,,,,-68,-51,-19,-13,23,-60,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-14.311111,-17.105556,-9.011111,3.81,328.168
2020-04-01,CA,CA,Canada,,,,,CA,CAN,0,1065,13,299,15795,9595,109,1553,256933,,,,,,,,,,-68,-52,-21,-10,24,-61,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-16.744444,-21.155556,-12.961111,1.3335,370.205
2020-04-02,CA,CA,Canada,,,,,CA,CAN,0,1670,29,430,16733,11268,138,1983,273666,,,,,,,,,,-70,-53,-23,-16,25,-61,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-19.388889,-26.561111,-13.394444,0.34925,326.813333
2020-04-03,CA,CA,Canada,,,,,CA,CAN,0,1254,49,0,21399,12519,187,,295065,,,,,,,,,,-69,-55,-23,-33,27,-60,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-16.394444,-24.372222,-6.794444,0.423333,357.505
2020-04-04,CA,CA,Canada,,,,,CA,CAN,0,1367,44,0,16906,13882,231,,311971,,,,,,,,,,-63,-57,-25,-17,17,-45,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-12.066667,-20.622222,-3.572222,0.0254,320.04
2020-04-05,CA,CA,Canada,,,,,CA,CAN,0,1608,49,352,12820,15496,280,2335,324791,,,,,,,,,,-67,-63,-45,-13,14,-46,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-7.955556,-14.872222,-1.272222,0.3556,335.788
2020-04-06,CA,CA,Canada,,,,,CA,CAN,0,1155,43,1281,12015,16653,323,3616,336806,,,,,,,,,,-68,-51,-21,2,23,-60,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.716667,-7.855556,-1.227778,2.060222,379.73
2020-04-07,CA,CA,Canada,,,,,CA,CAN,0,1230,57,0,11299,17883,380,,348105,,,,,,,,,,-68,-52,-18,-1,24,-61,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.511111,-10.4,1.744444,0.479778,389.89
2020-04-08,CA,CA,Canada,,,,,CA,CAN,0,1392,55,0,13864,19274,435,,361969,,,,,,,,,,-67,-51,-17,-3,24,-61,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-2.855556,-7.438889,1.444444,0.592667,324.104
2020-04-09,CA,CA,Canada,,,,,CA,CAN,0,1476,74,0,13333,20748,509,,375302,,,,,,,,,,-68,-44,-3,-15,24,-62,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-4.861111,-14.066667,5.9,0.084667,342.9
2020-04-10,CA,CA,Canada,,,,,CA,CAN,0,1383,60,0,16073,22133,569,,391375,,,,,,,,,,-77,-70,-43,-24,33,-81,Q16,country/CAN,1428125,56,-109,POINT(-109 56),0.622222,-3.472222,6.216667,0.112889,314.96
2020-04-11,CA,CA,Canada,,,,,CA,CAN,0,1170,84,0,13276,23301,653,,404651,,,,,,,,,,-63,-54,-15,-22,17,-47,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.666667,-9.683333,1.183333,0.056444,278.384
2020-04-12,CA,CA,Canada,,,,,CA,CAN,0,1065,64,0,17549,24365,717,,422200,,,,,,,,,,-67,-74,-62,-4,14,-51,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-9.094444,-14.272222,-3.577778,0,297.815
2020-04-13,CA,CA,Canada,,,,,CA,CAN,0,1297,63,0,15275,25663,780,,437475,,,,,,,,,,-74,-55,-29,-25,26,-69,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-10.338889,-18.588889,-2.138889,0.112889,266.192
2020-04-14,CA,CA,Canada,,,,,CA,CAN,0,1383,123,0,17508,27046,903,,454983,,,,,,,,,,-68,-50,-16,-11,24,-60,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-5.311111,-13.744444,2.811111,0.0508,226.906667
2020-04-15,CA,CA,Canada,,,,,CA,CAN,0,1318,107,0,12753,28364,1010,,467736,,,,,,,,,,-68,-50,-19,-14,24,-60,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-3.255556,-12.144444,2.85,0.112889,277.495
2020-04-16,CA,CA,Canada,,,,,CA,CAN,0,1711,183,0,19889,30081,1193,,487625,,,,,,,,,,-68,-49,-18,-6,25,-60,Q16,country/CAN,1428125,56,-109,POINT(-109 56),-1.266667,-9.077778,7.205556,0,277.495
2020-04-17,CA,CA,Canada,,,,,CA,CAN,0,1792,116,0,20076,31872,1309,,507701,,,,,,,,,,-67,-53,-22,-22,27,-59,Q16,country/CAN,1428125,56,-109,POINT(-109 56),4.794444,1.733333,8.855556,0,219.964
2020-04-18,CA,CA,Canada,,,,,CA,CAN,0,1470,158,7562,20356,33341,1467,11178,528057,,,,,,,,,,-57,-54,-24,-3,16,-40,Q16,country/CAN,1428125,56,-109,POINT(-109 56),1.233333,-2.738889,7.294444,0,150.368
2020-04-19,CA,CA,Canada,,,,,CA,CAN,0,1432,113,608,21292,34777,1580,11786,549349,,,,,,,,,,-64,-60,-43,-13,14,-42,Q16,country/CAN,1428125,56,-109,POINT(-109 56),4.111111,-0.394444,8.016667,0,119.888
2020-04-20,CA,CA,Canada,,,,,CA,CAN,0,2045,110,799,10229,36823,1690,12585,559578,,,,,,,,,,-65,-46,-19,15,22,-58,Q16,country/CAN,1428125,56,-109,POINT(-109 56),1.027778,-3.338889,7.811111,0,114.935
2020-04-21,CA,CA,Canada,,,,,CA,CAN,0,1591,144,603,10300,38413,1834,13188,569878,,,,,,,,,,-68,-50,-22,-17,23,-58,Q16,country/CAN,1428125,56,-109,POINT(-109 56),3.472222,-2.561111,11.594444,0.084667,112.395
2020-04-22,CA,CA,Canada,,,,,CA,CAN,0,1768,140,798,42314,40179,1974,13986,612192,,,,,,,,,,-67,-50,-22,-22,24,-58,Q16,country/CAN,1428125,56,-109,POINT(-109 56),7.672222,0.05,14.85,0.141111,83.82
2020-04-23,CA,CA,Canada,,,,,CA,CAN,0,1920,172,775,22725,42099,2146,14761,634917,,,,,,,,,,-66,-49,-19,-1,24,-58,Q16,country/CAN,1428125,56,-109,POINT(-109 56),6.166667,0.533333,13.561111,0.818444,56.726667
