date,Changes,NormalChange,Label
2020-01-01,0.0,0.6254851420614463,1
2020-01-02,0.0,0.6254851420614463,1
2020-01-03,0.0,0.6254851420614463,1
2020-01-04,0.0,0.6254851420614463,1
2020-01-05,0.0,0.6254851420614463,1
2020-01-06,0.0,0.6254851420614463,1
2020-01-07,0.0,0.6254851420614463,1
2020-01-08,0.0,0.6254851420614463,1
2020-01-09,0.0,0.6254851420614463,1
2020-01-10,0.0,0.6254851420614463,1
2020-01-11,0.0,0.6254851420614463,1
2020-01-12,0.0,0.6254851420614463,1
2020-01-13,0.0,0.6254851420614463,1
2020-01-14,0.0,0.6254851420614463,1
2020-01-15,0.0,0.6254851420614463,1
2020-01-16,0.0,0.6254851420614463,1
2020-01-17,0.2857142857142857,0.6256036500459218,1
2020-01-18,0.2857142857142857,0.6256036500459218,1
2020-01-19,0.2857142857142857,0.6256036500459218,1
2020-01-20,0.2857142857142857,0.6256036500459218,1
2020-01-21,0.2857142857142857,0.6256036500459218,1
2020-01-22,0.2857142857142857,0.6256036500459218,1
2020-01-23,0.2857142857142857,0.6256036500459218,1
2020-01-24,0.2857142857142857,0.6256036500459218,1
2020-01-25,0.5,0.6256925310342784,1
2020-01-26,0.5,0.6256925310342784,1
2020-01-27,0.5,0.6256925310342784,1
2020-01-28,0.5,0.6256925310342784,1
2020-01-29,0.5,0.6256925310342784,1
2020-01-30,0.5,0.6256925310342784,1
2020-01-31,-3.7857142857142856,0.6239149112671466,1
2020-02-01,0.21428571428571427,0.6255740230498029,1
2020-02-02,0.2857142857142857,0.6256036500459218,1
2020-02-03,0.2857142857142857,0.6256036500459218,1
2020-02-04,0.2857142857142857,0.6256036500459218,1
2020-02-05,0.2857142857142857,0.6256036500459218,1
2020-02-06,0.2857142857142857,0.6256036500459218,1
2020-02-07,0.35714285714285715,0.6256332770420406,1
2020-02-08,-2.8571428571428568,0.6243000622166918,1
2020-02-09,0.14285714285714285,0.6255443960536841,1
2020-02-10,0.21428571428571427,0.6255740230498029,1
2020-02-11,0.2857142857142857,0.6256036500459218,1
2020-02-12,0.35714285714285715,0.6256332770420406,1
2020-02-13,0.42857142857142855,0.6256629040381595,1
2020-02-14,0.42857142857142855,0.6256629040381595,1
2020-02-15,0.5714285714285714,0.6257221580303972,1
2020-02-16,0.1428571428571428,0.6255443960536841,1
2020-02-17,1.1428571428571428,0.6259591739993482,1
2020-02-18,1.7857142857142858,0.6262258169644179,1
2020-02-19,1.7857142857142858,0.6262258169644179,1
2020-02-20,2.642857142857143,0.6265813409178443,1
2020-02-21,2.0,0.6263146979527745,1
2020-02-22,3.4285714285714284,0.6269072378751518,1
2020-02-23,3.7857142857142856,0.6270553728557461,1
2020-02-24,3.7857142857142856,0.6270553728557461,1
2020-02-25,3.7142857142857135,0.6270257458596272,1
2020-02-26,5.5,0.6277664207625988,1
2020-02-27,8.142857142857142,0.6288626196189968,1
2020-02-28,11.857142857142858,0.6304032234171777,1
2020-02-29,11.142857142857142,0.630106953455989,1
2020-03-01,7.357142857142858,0.6285367226616893,1
2020-03-02,22.642857142857146,0.634876899831126,1
2020-03-03,20.071428571428573,0.633810327970847,1
2020-03-04,40.285714285714285,0.6421947678724853,1
2020-03-05,47.14285714285714,0.6450389594998962,1
2020-03-06,62.07142857142857,0.6512310016887387,1
2020-03-07,87.85714285714286,0.6619263472876484,1
2020-03-08,95.64285714285714,0.6651556898646046,1
2020-03-09,128.85714285714286,0.6789322430598761,1
2020-03-10,193.92857142857144,0.7059224365241608,1
2020-03-11,210.14285714285717,0.7126477646431428,1
2020-03-12,240.7142857142857,0.7253281189820163,1
2020-03-13,284.14285714285717,0.7433413326222854,2
2020-03-14,353.28571428571433,0.7720202648653453,2
2020-03-15,374.9285714285714,0.7809972446893609,2
2020-03-16,418.8571428571428,0.7992178473024619,2
2020-03-17,480.1428571428571,0.8246378099724468,2
2020-03-18,487.0,0.8274820015998577,2
2020-03-19,467.57142857142856,0.8194234586555269,2
2020-03-20,692.7857142857142,0.9128373774183034,2
2020-03-21,528.2142857142857,0.844576778360442,2
2020-03-22,902.9285714285713,0.9999999999999999,2
2020-03-23,421.1428571428571,0.8001659111782655,2
2020-03-24,377.9285714285712,0.782241578526353,2
2020-03-25,517.2857142857142,0.8400438479542558,2
2020-03-26,560.4285714285713,0.8579385536100493,2
2020-03-27,601.0714285714288,0.8747963144016828,2
2020-03-28,542.0714285714287,0.8503244156075016,2
2020-03-29,461.6428571428571,0.8169644179776612,2
2020-03-30,124.07142857142868,0.6769472343199123,1
2020-03-31,211.5,0.7132106775694012,1
2020-04-01,275.57142857142867,0.7397860930880218,2
2020-04-02,-326.5,0.4900601428021213,0
2020-04-03,127.92857142857132,0.6785470921103308,1
2020-04-04,22.28571428571422,0.6347287648505318,1
2020-04-05,-231.28571428571428,0.5295529286285663,0
2020-04-06,285.28571428571416,0.7438153645601872,2
2020-04-07,236.07142857142867,0.7234023642342903,1
2020-04-08,100.92857142857132,0.6673480875774004,1
2020-04-09,48.64285714285711,0.6456611264183924,1
2020-04-10,169.85714285714292,0.6959381388321038,1
