date,Changes
2020-08-04,-378.0
2020-08-05,-16.214285714285722
2020-08-06,5.428571428571445
2020-08-07,-39.21428571428572
2020-08-08,150.28571428571428
2020-08-09,158.92857142857144
2020-08-10,-287.07142857142856
2020-08-11,107.28571428571428
2020-08-12,-24.928571428571445
2020-08-13,8.857142857142833
2020-08-14,-13.857142857142833
2020-08-15,176.14285714285717
2020-08-16,220.07142857142856
2020-08-17,-351.0
2020-08-18,165.92857142857144
2020-08-19,123.5
2020-08-20,89.85714285714283
2020-08-21,-16.714285714285722
2020-08-22,233.42857142857144
2020-08-23,232.92857142857144
2020-08-24,-287.07142857142856
2020-08-25,233.6428571428571
2020-08-26,114.64285714285711
2020-08-27,178.0
2020-08-28,102.0
2020-08-29,241.8571428571429
2020-08-30,355.78571428571433
2020-08-31,-360.71428571428567
2020-09-01,192.8571428571429
2020-09-02,203.71428571428567
2020-09-03,171.0
2020-09-04,139.5
2020-09-05,434.6428571428571
2020-09-06,439.57142857142856
2020-09-07,701.0714285714286
2020-09-08,-683.5
2020-09-09,415.3571428571429
2020-09-10,382.1428571428571
2020-09-11,357.2857142857142
2020-09-12,594.2857142857142
2020-09-13,658.1428571428571
2020-09-14,-115.92857142857133
2020-09-15,504.0
2020-09-16,413.92857142857133
2020-09-17,284.8571428571429
2020-09-18,438.0
2020-09-19,686.7857142857142
2020-09-20,732.6428571428571
2020-09-21,-84.21428571428578
2020-09-22,513.4285714285713
2020-09-23,722.1428571428571
2020-09-24,549.3571428571429
2020-09-25,613.7857142857142
